Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
0,1,0,0,0,1,Leg Curls;Running;Lat Pulldown;Dumbbell Curl;Incline Press,13
0,1,1,1,0,0,Calf Raise;Pec Deck;Hammer Curl;Row;Clean and Press,10
1,1,0,0,1,1,Squat;Pull-Ups;Deadlift;Incline Press;Hammer Curl,5
1,1,1,1,0,1,Calf Raise;Bench Press;Tricep Extension;Burpees;Row,4
0,0,0,1,1,1,Dumbbell Curl;Row;Burpees;Squat;Chest Press,10
0,0,0,0,0,0,Lat Pulldown;Chest Press;Tricep Extension;Leg Press;Clean and Press,11
1,0,0,1,1,0,Bicep Curl;Cable Row;Leg Curls;Chest Press;Clean and Press,5
1,0,0,0,1,0,Pull-Ups;Dumbbell Curl;Burpees;Chest Press;Squat,4
1,0,0,0,0,1,Running;Tricep Extension;Incline Press;Leg Curls;Cable Row,5
0,1,0,0,0,1,Calf Raise;Clean and Press;Pull-Ups;Dumbbell Curl;Push-Ups,9
1,1,1,0,1,1,Lunges;Incline Press;Lat Pulldown;Deadlift;Bicep Curl,5
0,1,0,0,1,0,Lunges;Pull-Ups;Bicep Curl;Chest Press;Deadlift,10
0,1,0,0,0,1,Leg Curls;Deadlift;Cable Row;Incline Press;Tricep Extension,13
0,0,1,1,0,0,Pec Deck;Hammer Curl;Pull-Ups;Burpees;Squat,11
1,1,0,1,0,0,Calf Raise;Hammer Curl;Cable Row;Pec Deck;Burpees,4
1,1,1,1,1,1,Squat;Chest Press;Tricep Extension;Pull-Ups;Clean and Press,4
0,1,0,0,0,0,Squat;Running;Incline Press;Row;Dumbbell Curl,11
0,0,1,1,1,1,Incline Press;Hammer Curl;Row;Deadlift;Leg Curls,8
1,0,1,1,1,1,Incline Press;Tricep Extension;Row;Deadlift;Calf Raise,4
0,0,0,1,1,1,Tricep Extension;Pull-Ups;Running;Calf Raise;Pec Deck,10
1,0,0,1,1,0,Hammer Curl;Pull-Ups;Burpees;Leg Press;Push-Ups,6
0,1,1,0,0,1,Lunges;Pec Deck;Clean and Press;Bicep Curl;Row,12
1,0,0,0,0,1,Running;Tricep Extension;Lat Pulldown;Leg Press;Incline Press,4
1,1,0,1,1,0,Leg Curls;Bicep Curl;Row;Burpees;Pec Deck,5
0,0,0,0,1,0,Cable Row;Bicep Curl;Push-Ups;Lunges;Clean and Press,8
1,0,0,0,0,0,Dumbbell Curl;Squat;Running;Lat Pulldown;Chest Press,4
1,1,1,1,1,0,Leg Curls;Chest Press;Dumbbell Curl;Pull-Ups;Clean and Press,4
0,1,1,0,0,1,Calf Raise;Push-Ups;Running;Row;Hammer Curl,13
0,0,1,0,1,0,Pec Deck;Lat Pulldown;Running;Hammer Curl;Leg Curls,13
0,0,0,1,0,1,Hammer Curl;Deadlift;Pec Deck;Leg Curls;Row,8
1,1,0,0,0,0,Squat;Bench Press;Running;Bicep Curl;Lat Pulldown,6
0,0,1,1,1,1,Bench Press;Bicep Curl;Row;Running;Lunges,11
0,0,1,0,0,0,Chest Press;Lat Pulldown;Deadlift;Hammer Curl;Lunges,10
1,1,1,0,1,0,Calf Raise;Pec Deck;Lat Pulldown;Bicep Curl;Burpees,6
1,0,1,0,0,1,Push-Ups;Clean and Press;Row;Bicep Curl;Lunges,5
0,0,0,0,0,1,Burpees;Lat Pulldown;Dumbbell Curl;Pec Deck;Calf Raise,9
0,0,1,0,1,1,Incline Press;Lat Pulldown;Clean and Press;Leg Curls;Hammer Curl,14
0,1,1,0,0,1,Leg Press;Push-Ups;Running;Lat Pulldown;Dumbbell Curl,8
1,0,1,1,1,1,Chest Press;Tricep Extension;Lat Pulldown;Burpees;Leg Curls,4
0,1,1,1,1,1,Lunges;Chest Press;Tricep Extension;Lat Pulldown;Deadlift,14
0,1,0,1,0,0,Leg Curls;Hammer Curl;Incline Press;Cable Row;Running,10
0,1,0,0,0,0,Leg Curls;Bench Press;Hammer Curl;Running;Pull-Ups,8
0,1,1,1,1,0,Leg Curls;Chest Press;Bicep Curl;Lat Pulldown;Running,10
1,1,1,1,0,1,Squat;Chest Press;Bicep Curl;Deadlift;Lat Pulldown,5
0,0,1,0,0,1,Chest Press;Clean and Press;Leg Curls;Hammer Curl;Pull-Ups,11
0,0,0,0,1,0,Row;Deadlift;Tricep Extension;Calf Raise;Chest Press,13
0,1,1,0,1,0,Calf Raise;Bench Press;Row;Running;Hammer Curl,12
1,1,1,0,0,1,Calf Raise;Pec Deck;Running;Dumbbell Curl;Row,6
1,1,0,1,1,0,Lunges;Bicep Curl;Cable Row;Running;Chest Press,4
1,1,0,1,1,0,Squat;Hammer Curl;Lat Pulldown;Running;Push-Ups,4
1,1,0,0,0,1,Leg Curls;Burpees;Dumbbell Curl;Pull-Ups;Incline Press,5
1,1,1,1,0,0,Leg Curls;Chest Press;Bicep Curl;Cable Row;Clean and Press,4
1,1,0,0,1,1,Leg Curls;Row;Burpees;Tricep Extension;Incline Press,4
0,1,1,0,0,0,Leg Press;Chest Press;Clean and Press;Pull-Ups;Dumbbell Curl,9
1,1,0,1,1,1,Leg Press;Hammer Curl;Row;Deadlift;Chest Press,5
0,1,0,0,0,0,Squat;Row;Burpees;Hammer Curl;Bench Press,11
1,0,1,1,1,0,Incline Press;Tricep Extension;Lat Pulldown;Deadlift;Squat,4
0,1,1,1,1,0,Calf Raise;Chest Press;Tricep Extension;Pull-Ups;Clean and Press,13
1,0,1,1,1,0,Bench Press;Tricep Extension;Pull-Ups;Lunges;Deadlift,4
0,1,1,1,1,1,Squat;Chest Press;Hammer Curl;Pull-Ups;Deadlift,10
0,1,1,1,0,0,Leg Press;Incline Press;Dumbbell Curl;Burpees;Pull-Ups,11
1,0,0,1,1,0,Hammer Curl;Pull-Ups;Leg Curls;Chest Press;Running,6
0,0,1,0,0,1,Pec Deck;Deadlift;Lat Pulldown;Tricep Extension;Leg Press,8
1,0,1,0,1,0,Bench Press;Lat Pulldown;Dumbbell Curl;Lunges;Deadlift,6
1,1,1,1,0,1,Squat;Incline Press;Hammer Curl;Clean and Press;Pull-Ups,5
1,0,0,0,0,1,Clean and Press;Bicep Curl;Squat;Pull-Ups;Chest Press,5
1,0,1,1,0,0,Bench Press;Hammer Curl;Lat Pulldown;Deadlift;Lunges,4
0,1,0,0,0,1,Leg Press;Running;Chest Press;Row;Tricep Extension,12
0,0,0,1,0,1,Dumbbell Curl;Running;Row;Pec Deck;Squat,11
1,0,0,1,0,1,Tricep Extension;Clean and Press;Row;Squat;Pec Deck,6
1,1,0,1,0,0,Leg Curls;Hammer Curl;Pec Deck;Deadlift;Cable Row,6
1,0,1,1,1,1,Bench Press;Tricep Extension;Row;Clean and Press;Squat,5
0,0,1,0,0,1,Push-Ups;Burpees;Leg Curls;Bicep Curl;Row,12
0,0,0,0,1,0,Lat Pulldown;Bench Press;Tricep Extension;Squat;Deadlift,14
0,1,0,1,1,1,Leg Curls;Dumbbell Curl;Pull-Ups;Running;Chest Press,12
0,1,1,0,0,1,Leg Curls;Push-Ups;Burpees;Dumbbell Curl;Pull-Ups,12
0,0,1,0,1,0,Push-Ups;Row;Tricep Extension;Squat;Running,11
1,1,0,0,1,0,Leg Curls;Lat Pulldown;Incline Press;Deadlift;Hammer Curl,4
0,0,1,1,0,1,Pec Deck;Tricep Extension;Clean and Press;Lat Pulldown;Calf Raise,14
1,1,0,1,1,1,Leg Press;Bicep Curl;Row;Deadlift;Pec Deck,4
0,1,1,0,1,1,Leg Press;Pec Deck;Cable Row;Burpees;Dumbbell Curl,10
0,0,1,1,1,1,Chest Press;Bicep Curl;Pull-Ups;Deadlift;Squat,10
0,0,1,0,0,1,Pec Deck;Deadlift;Cable Row;Leg Curls;Bicep Curl,13
1,1,1,1,1,0,Leg Press;Push-Ups;Tricep Extension;Lat Pulldown;Deadlift,4
1,0,0,0,0,1,Burpees;Cable Row;Tricep Extension;Leg Curls;Pec Deck,6
1,1,0,0,0,0,Squat;Lat Pulldown;Incline Press;Bicep Curl;Burpees,5
0,0,1,1,0,1,Chest Press;Bicep Curl;Burpees;Lat Pulldown;Leg Curls,10
0,1,1,0,1,1,Squat;Incline Press;Lat Pulldown;Deadlift;Dumbbell Curl,11
1,0,1,1,0,0,Bench Press;Tricep Extension;Deadlift;Squat;Cable Row,5
1,0,1,0,0,1,Bench Press;Clean and Press;Cable Row;Squat;Hammer Curl,5
0,1,0,0,0,0,Squat;Clean and Press;Chest Press;Pull-Ups;Bicep Curl,8
0,0,1,0,1,0,Incline Press;Lat Pulldown;Clean and Press;Leg Press;Hammer Curl,11
1,0,0,0,1,0,Pull-Ups;Running;Squat;Bicep Curl;Bench Press,5
1,0,0,1,1,0,Bicep Curl;Pull-Ups;Calf Raise;Chest Press;Burpees,6
0,0,0,1,0,1,Hammer Curl;Running;Leg Press;Lat Pulldown;Bench Press,9
0,0,0,0,0,1,Running;Incline Press;Lat Pulldown;Leg Press;Bicep Curl,11
0,0,0,0,1,0,Row;Burpees;Incline Press;Leg Curls;Tricep Extension,12
0,1,1,0,0,0,Calf Raise;Bench Press;Hammer Curl;Row;Burpees,14
0,0,1,0,0,0,Push-Ups;Squat;Running;Hammer Curl;Row,10
0,1,0,0,0,1,Calf Raise;Deadlift;Lat Pulldown;Hammer Curl;Chest Press,12
1,1,1,0,1,0,Calf Raise;Push-Ups;Pull-Ups;Clean and Press;Tricep Extension,4
0,0,1,0,1,0,Incline Press;Lat Pulldown;Deadlift;Dumbbell Curl;Calf Raise,8
1,0,1,1,1,1,Push-Ups;Tricep Extension;Pull-Ups;Clean and Press;Lunges,6
1,1,1,1,1,1,Squat;Incline Press;Hammer Curl;Row;Burpees,4
0,0,1,0,1,1,Push-Ups;Lat Pulldown;Burpees;Leg Curls;Tricep Extension,11
1,1,0,0,1,1,Squat;Row;Deadlift;Bicep Curl;Push-Ups,4
0,1,0,0,0,0,Lunges;Push-Ups;Pull-Ups;Hammer Curl;Clean and Press,13
0,0,1,1,0,1,Push-Ups;Hammer Curl;Burpees;Row;Leg Curls,8
1,1,1,1,1,1,Calf Raise;Bench Press;Bicep Curl;Cable Row;Running,5
0,1,1,0,0,0,Lunges;Incline Press;Tricep Extension;Lat Pulldown;Running,11
0,0,1,0,1,1,Push-Ups;Row;Deadlift;Bicep Curl;Leg Press,12
1,1,1,1,1,0,Leg Curls;Push-Ups;Hammer Curl;Pull-Ups;Clean and Press,6
0,1,1,0,1,1,Leg Press;Bench Press;Lat Pulldown;Clean and Press;Tricep Extension,10
1,1,0,1,1,0,Calf Raise;Bicep Curl;Lat Pulldown;Chest Press;Running,4
1,0,1,0,1,1,Pec Deck;Lat Pulldown;Running;Tricep Extension;Lunges,6
0,1,1,0,1,1,Leg Press;Push-Ups;Pull-Ups;Deadlift;Dumbbell Curl,8
1,0,1,1,0,1,Incline Press;Bicep Curl;Running;Pull-Ups;Squat,5
0,1,0,1,0,1,Lunges;Dumbbell Curl;Burpees;Cable Row;Bench Press,8
1,1,1,0,0,1,Squat;Bench Press;Burpees;Hammer Curl;Cable Row,6
0,0,1,1,0,1,Push-Ups;Bicep Curl;Running;Cable Row;Calf Raise,8
0,1,0,0,0,1,Leg Press;Burpees;Push-Ups;Hammer Curl;Cable Row,14
0,1,0,1,0,0,Leg Press;Hammer Curl;Burpees;Pec Deck;Pull-Ups,10
1,1,0,0,0,1,Leg Press;Clean and Press;Cable Row;Push-Ups;Bicep Curl,5
0,0,1,0,0,1,Pec Deck;Burpees;Lat Pulldown;Tricep Extension;Lunges,13
0,0,0,1,1,0,Dumbbell Curl;Lat Pulldown;Pec Deck;Burpees;Calf Raise,10
0,0,1,1,0,1,Chest Press;Tricep Extension;Deadlift;Lat Pulldown;Leg Press,9
0,0,1,1,1,1,Incline Press;Bicep Curl;Pull-Ups;Clean and Press;Squat,12
0,0,1,0,1,0,Pec Deck;Lat Pulldown;Running;Tricep Extension;Calf Raise,13
1,1,0,1,1,0,Lunges;Dumbbell Curl;Row;Burpees;Incline Press,5
1,0,1,1,0,0,Bench Press;Tricep Extension;Cable Row;Deadlift;Lunges,6
1,0,0,1,0,1,Hammer Curl;Burpees;Pec Deck;Lat Pulldown;Leg Curls,6
0,0,1,1,0,0,Bench Press;Bicep Curl;Squat;Running;Row,8
0,1,1,0,0,1,Calf Raise;Chest Press;Clean and Press;Pull-Ups;Tricep Extension,10
1,1,0,0,0,1,Calf Raise;Deadlift;Push-Ups;Pull-Ups;Hammer Curl,6
1,1,1,1,0,1,Calf Raise;Incline Press;Dumbbell Curl;Running;Lat Pulldown,4
1,0,1,0,0,1,Chest Press;Burpees;Dumbbell Curl;Leg Curls;Row,4
0,1,0,1,0,0,Squat;Hammer Curl;Burpees;Chest Press;Cable Row,12
1,1,0,1,1,1,Lunges;Dumbbell Curl;Row;Running;Push-Ups,6
0,0,1,1,1,0,Push-Ups;Hammer Curl;Pull-Ups;Burpees;Leg Press,8
1,1,0,0,1,0,Leg Press;Lat Pulldown;Incline Press;Tricep Extension;Clean and Press,5
1,1,1,1,0,0,Leg Curls;Push-Ups;Hammer Curl;Pull-Ups;Clean and Press,5
1,0,0,1,1,1,Tricep Extension;Row;Clean and Press;Pec Deck;Squat,4
0,0,1,1,1,0,Pec Deck;Tricep Extension;Cable Row;Leg Press;Clean and Press,11
1,1,0,1,0,0,Leg Curls;Hammer Curl;Push-Ups;Deadlift;Row,4
0,0,0,1,1,1,Dumbbell Curl;Cable Row;Burpees;Push-Ups;Squat,10
1,0,1,0,0,0,Incline Press;Bicep Curl;Running;Calf Raise;Pull-Ups,5
1,1,1,1,0,0,Calf Raise;Pec Deck;Tricep Extension;Deadlift;Pull-Ups,6
1,1,1,1,0,0,Lunges;Incline Press;Tricep Extension;Pull-Ups;Burpees,6
0,0,1,0,0,1,Pec Deck;Deadlift;Cable Row;Bicep Curl;Lunges,13
0,0,0,1,0,1,Bicep Curl;Clean and Press;Bench Press;Leg Curls;Lat Pulldown,8
0,0,0,1,0,0,Hammer Curl;Cable Row;Clean and Press;Squat;Pec Deck,10
1,1,1,1,0,0,Calf Raise;Push-Ups;Bicep Curl;Burpees;Pull-Ups,4
1,1,0,0,0,1,Lunges;Deadlift;Push-Ups;Row;Hammer Curl,5
0,0,1,1,0,0,Incline Press;Dumbbell Curl;Cable Row;Clean and Press;Squat,9
1,0,0,0,1,1,Cable Row;Running;Calf Raise;Dumbbell Curl;Incline Press,6
1,1,0,0,1,1,Leg Press;Row;Clean and Press;Incline Press;Dumbbell Curl,5
1,1,0,0,1,1,Leg Curls;Cable Row;Clean and Press;Tricep Extension;Pec Deck,6
0,0,0,1,0,0,Tricep Extension;Incline Press;Lat Pulldown;Burpees;Leg Curls,14
1,1,0,1,1,0,Lunges;Bicep Curl;Cable Row;Running;Bench Press,4
1,0,0,0,1,0,Row;Leg Press;Bench Press;Tricep Extension;Running,4
0,0,0,0,0,0,Lunges;Pull-Ups;Clean and Press;Push-Ups;Dumbbell Curl,14
0,0,0,1,1,0,Tricep Extension;Lat Pulldown;Leg Press;Clean and Press;Chest Press,8
1,0,0,1,0,0,Tricep Extension;Deadlift;Push-Ups;Calf Raise;Cable Row,6
1,0,1,0,0,1,Push-Ups;Burpees;Dumbbell Curl;Cable Row;Lunges,6
1,0,0,0,0,1,Deadlift;Leg Curls;Lat Pulldown;Chest Press;Dumbbell Curl,6
1,1,1,0,1,1,Squat;Chest Press;Pull-Ups;Running;Dumbbell Curl,4
1,1,0,0,0,1,Leg Press;Running;Pull-Ups;Tricep Extension;Pec Deck,4
1,0,1,0,0,0,Push-Ups;Deadlift;Leg Curls;Row;Dumbbell Curl,5
1,0,0,0,0,1,Burpees;Bicep Curl;Calf Raise;Cable Row;Bench Press,5
1,1,1,0,1,1,Squat;Chest Press;Cable Row;Running;Bicep Curl,5
1,1,1,0,0,0,Leg Press;Bench Press;Dumbbell Curl;Burpees;Lat Pulldown,4
1,1,0,1,1,0,Leg Press;Hammer Curl;Lat Pulldown;Push-Ups;Running,4
1,0,1,1,0,0,Push-Ups;Bicep Curl;Squat;Clean and Press;Cable Row,4
0,1,0,0,0,1,Squat;Burpees;Lat Pulldown;Hammer Curl;Push-Ups,12
0,1,0,0,1,1,Lunges;Lat Pulldown;Running;Incline Press;Bicep Curl,11
1,0,0,1,1,0,Tricep Extension;Cable Row;Pec Deck;Deadlift;Squat,5
1,0,0,1,0,0,Dumbbell Curl;Bench Press;Leg Press;Lat Pulldown;Clean and Press,6
0,0,0,0,1,1,Cable Row;Clean and Press;Squat;Pec Deck;Hammer Curl,14
0,0,0,1,1,1,Tricep Extension;Lat Pulldown;Deadlift;Calf Raise;Push-Ups,11
1,0,0,1,1,1,Tricep Extension;Row;Burpees;Push-Ups;Leg Press,6
0,1,0,0,0,1,Leg Curls;Deadlift;Dumbbell Curl;Chest Press;Pull-Ups,10
0,1,0,1,0,0,Lunges;Hammer Curl;Row;Clean and Press;Push-Ups,10
0,1,1,0,0,0,Leg Curls;Pec Deck;Burpees;Pull-Ups;Dumbbell Curl,13
1,0,1,1,0,0,Chest Press;Tricep Extension;Running;Squat;Row,6
0,1,1,1,0,0,Squat;Chest Press;Bicep Curl;Row;Clean and Press,12
1,0,1,1,0,1,Pec Deck;Hammer Curl;Clean and Press;Pull-Ups;Leg Press,6
0,1,1,0,1,0,Leg Curls;Incline Press;Lat Pulldown;Clean and Press;Tricep Extension,8
0,0,1,1,0,1,Pec Deck;Bicep Curl;Deadlift;Pull-Ups;Lunges,12
1,1,1,0,0,1,Calf Raise;Pec Deck;Running;Bicep Curl;Pull-Ups,4
1,1,1,0,1,0,Calf Raise;Bench Press;Pull-Ups;Clean and Press;Bicep Curl,6
1,1,1,1,1,1,Calf Raise;Bench Press;Dumbbell Curl;Cable Row;Running,4
1,0,1,0,0,0,Chest Press;Row;Leg Press;Bicep Curl;Deadlift,6
0,0,0,0,1,0,Lat Pulldown;Squat;Bench Press;Tricep Extension;Running,10
1,0,0,1,0,0,Tricep Extension;Lunges;Chest Press;Clean and Press;Cable Row,6
1,1,1,1,1,1,Leg Press;Incline Press;Bicep Curl;Cable Row;Clean and Press,6
0,1,0,0,0,0,Squat;Tricep Extension;Cable Row;Clean and Press;Bench Press,14
1,1,0,1,1,0,Leg Press;Bicep Curl;Cable Row;Incline Press;Burpees,6
0,1,1,1,1,1,Lunges;Bench Press;Dumbbell Curl;Pull-Ups;Clean and Press,8
1,0,1,1,1,0,Incline Press;Tricep Extension;Row;Deadlift;Leg Curls,4
0,1,1,1,0,1,Lunges;Chest Press;Hammer Curl;Clean and Press;Lat Pulldown,10
1,0,0,0,0,1,Clean and Press;Leg Curls;Incline Press;Dumbbell Curl;Lat Pulldown,6
1,1,1,1,0,0,Calf Raise;Pec Deck;Dumbbell Curl;Deadlift;Row,6
1,1,1,1,1,1,Leg Press;Pec Deck;Dumbbell Curl;Cable Row;Burpees,5
1,0,0,1,0,1,Dumbbell Curl;Running;Pull-Ups;Bench Press;Leg Press,6
1,0,1,1,0,0,Push-Ups;Tricep Extension;Leg Press;Cable Row;Burpees,6
1,1,0,0,1,1,Lunges;Cable Row;Running;Tricep Extension;Push-Ups,4
0,1,1,1,0,1,Calf Raise;Chest Press;Bicep Curl;Burpees;Cable Row,10
0,0,1,1,1,0,Pec Deck;Bicep Curl;Row;Calf Raise;Running,11
1,1,1,1,0,0,Lunges;Incline Press;Dumbbell Curl;Deadlift;Pull-Ups,6
1,0,0,0,0,0,Incline Press;Tricep Extension;Pull-Ups;Clean and Press;Leg Curls,4
1,1,0,0,0,1,Leg Curls;Running;Lat Pulldown;Chest Press;Hammer Curl,6
0,1,0,0,1,0,Leg Curls;Row;Clean and Press;Hammer Curl;Bench Press,12
0,0,0,0,1,1,Cable Row;Running;Hammer Curl;Leg Curls;Incline Press,14
0,0,1,0,1,0,Chest Press;Lat Pulldown;Leg Press;Clean and Press;Dumbbell Curl,14
0,1,1,0,0,1,Squat;Pec Deck;Clean and Press;Cable Row;Dumbbell Curl,14
1,1,1,1,1,1,Squat;Chest Press;Bicep Curl;Pull-Ups;Running,5
0,0,0,1,0,0,Hammer Curl;Lunges;Chest Press;Pull-Ups;Burpees,11
1,0,1,0,1,1,Pec Deck;Lat Pulldown;Clean and Press;Lunges;Hammer Curl,5
1,0,1,0,1,0,Bench Press;Row;Running;Bicep Curl;Lunges,6
0,0,1,0,1,1,Pec Deck;Cable Row;Clean and Press;Tricep Extension;Leg Press,13
0,1,0,1,1,0,Leg Press;Bicep Curl;Cable Row;Clean and Press;Pec Deck,9
0,0,1,1,1,0,Chest Press;Tricep Extension;Cable Row;Leg Press;Deadlift,13
1,0,0,0,0,1,Burpees;Bicep Curl;Lat Pulldown;Leg Curls;Bench Press,5
0,0,0,0,0,0,Lat Pulldown;Running;Bench Press;Calf Raise;Hammer Curl,14
1,0,1,1,1,1,Push-Ups;Hammer Curl;Cable Row;Clean and Press;Squat,6
1,1,0,1,1,1,Lunges;Bicep Curl;Row;Clean and Press;Chest Press,5
0,0,1,0,1,0,Incline Press;Pull-Ups;Deadlift;Dumbbell Curl;Calf Raise,10
1,1,1,1,0,0,Leg Curls;Chest Press;Hammer Curl;Cable Row;Clean and Press,5
0,0,0,1,0,1,Dumbbell Curl;Clean and Press;Lunges;Row;Incline Press,12
0,0,1,1,1,1,Bench Press;Hammer Curl;Cable Row;Deadlift;Leg Curls,12
1,1,1,1,0,0,Calf Raise;Push-Ups;Tricep Extension;Clean and Press;Pull-Ups,4
0,0,1,1,0,0,Push-Ups;Bicep Curl;Clean and Press;Pull-Ups;Leg Curls,14
1,0,0,0,1,0,Row;Burpees;Pec Deck;Hammer Curl;Leg Press,5
1,1,1,1,0,0,Leg Press;Chest Press;Bicep Curl;Lat Pulldown;Deadlift,4
1,1,0,0,1,1,Squat;Lat Pulldown;Running;Hammer Curl;Pec Deck,4
0,0,1,0,0,0,Chest Press;Running;Lat Pulldown;Squat;Tricep Extension,11
1,0,0,1,0,0,Bicep Curl;Squat;Cable Row;Clean and Press;Chest Press,4
1,0,0,0,1,1,Lat Pulldown;Clean and Press;Bench Press;Bicep Curl;Squat,4
1,1,1,1,1,1,Calf Raise;Pec Deck;Bicep Curl;Lat Pulldown;Clean and Press,4
0,1,0,0,0,1,Squat;Running;Tricep Extension;Cable Row;Pec Deck,11
0,1,0,1,0,0,Leg Curls;Tricep Extension;Chest Press;Lat Pulldown;Deadlift,8
0,0,0,1,1,1,Dumbbell Curl;Pull-Ups;Burpees;Leg Press;Pec Deck,13
0,1,1,0,1,0,Lunges;Pec Deck;Cable Row;Dumbbell Curl;Running,14
1,1,0,1,1,0,Leg Curls;Tricep Extension;Row;Clean and Press;Bench Press,4
0,1,0,1,0,1,Lunges;Bicep Curl;Running;Chest Press;Pull-Ups,13
0,1,1,0,0,0,Leg Curls;Push-Ups;Deadlift;Tricep Extension;Pull-Ups,8
0,0,0,0,0,0,Bench Press;Burpees;Tricep Extension;Leg Press;Cable Row,8
0,0,1,0,0,1,Bench Press;Clean and Press;Dumbbell Curl;Leg Curls;Cable Row,13
1,1,1,0,1,0,Calf Raise;Chest Press;Cable Row;Tricep Extension;Burpees,6
1,0,0,0,1,0,Pull-Ups;Dumbbell Curl;Push-Ups;Burpees;Leg Press,5
1,0,1,0,0,0,Pec Deck;Running;Lat Pulldown;Leg Curls;Dumbbell Curl,5
0,0,1,1,1,1,Incline Press;Dumbbell Curl;Pull-Ups;Running;Squat,13
1,1,0,0,0,0,Lunges;Incline Press;Clean and Press;Cable Row;Bicep Curl,5
0,1,0,0,0,0,Calf Raise;Tricep Extension;Clean and Press;Cable Row;Pec Deck,11
0,1,1,1,1,1,Calf Raise;Chest Press;Dumbbell Curl;Pull-Ups;Running,10
0,0,0,1,1,1,Bicep Curl;Cable Row;Burpees;Pec Deck;Leg Curls,11
0,1,1,1,0,1,Leg Curls;Chest Press;Tricep Extension;Deadlift;Pull-Ups,10
1,0,1,0,1,0,Pec Deck;Lat Pulldown;Deadlift;Calf Raise;Hammer Curl,4
1,0,0,0,1,0,Pull-Ups;Push-Ups;Tricep Extension;Running;Squat,5
0,1,0,1,1,0,Leg Curls;Bicep Curl;Lat Pulldown;Pec Deck;Burpees,11
0,1,1,0,1,1,Calf Raise;Bench Press;Pull-Ups;Clean and Press;Tricep Extension,14
1,0,0,0,1,0,Row;Bench Press;Calf Raise;Deadlift;Dumbbell Curl,4
0,1,0,1,1,0,Calf Raise;Dumbbell Curl;Lat Pulldown;Deadlift;Incline Press,12
0,1,1,0,1,1,Lunges;Push-Ups;Pull-Ups;Clean and Press;Tricep Extension,12
1,1,1,0,1,1,Leg Press;Incline Press;Lat Pulldown;Clean and Press;Bicep Curl,6
1,1,0,0,1,1,Leg Curls;Pull-Ups;Burpees;Dumbbell Curl;Bench Press,5
1,1,0,0,1,1,Squat;Pull-Ups;Running;Incline Press;Tricep Extension,6
1,1,0,0,1,0,Leg Press;Cable Row;Chest Press;Dumbbell Curl;Burpees,6
0,0,0,0,1,0,Lat Pulldown;Leg Curls;Bench Press;Clean and Press;Bicep Curl,13
1,0,1,0,1,0,Bench Press;Cable Row;Lunges;Bicep Curl;Deadlift,5
1,0,1,1,0,0,Incline Press;Bicep Curl;Cable Row;Squat;Burpees,5
1,1,0,0,1,1,Leg Curls;Pull-Ups;Deadlift;Incline Press;Bicep Curl,4
1,1,0,1,1,1,Lunges;Tricep Extension;Pull-Ups;Clean and Press;Chest Press,4
0,0,0,1,0,0,Tricep Extension;Leg Press;Lat Pulldown;Deadlift;Incline Press,12
0,0,0,0,0,0,Clean and Press;Lunges;Bench Press;Tricep Extension;Row,9
0,1,1,0,1,0,Lunges;Chest Press;Cable Row;Hammer Curl;Clean and Press,10
0,0,1,1,0,0,Chest Press;Hammer Curl;Row;Burpees;Squat,9
1,0,1,0,1,1,Pec Deck;Row;Clean and Press;Bicep Curl;Leg Curls,5
1,1,0,1,1,0,Lunges;Hammer Curl;Lat Pulldown;Deadlift;Bench Press,4
0,0,1,1,0,1,Chest Press;Hammer Curl;Running;Calf Raise;Row,13
0,1,1,0,1,0,Calf Raise;Chest Press;Cable Row;Tricep Extension;Running,11
0,1,0,0,1,0,Squat;Lat Pulldown;Chest Press;Bicep Curl;Deadlift,10
0,1,1,1,0,1,Leg Curls;Push-Ups;Bicep Curl;Running;Row,9
0,1,1,0,0,0,Calf Raise;Chest Press;Lat Pulldown;Clean and Press;Tricep Extension,14
0,1,1,1,1,0,Lunges;Chest Press;Hammer Curl;Row;Clean and Press,14
1,0,0,0,0,0,Leg Press;Bicep Curl;Bench Press;Row;Deadlift,6
1,0,0,0,0,0,Leg Curls;Pull-Ups;Incline Press;Deadlift;Hammer Curl,5
1,1,0,1,0,1,Calf Raise;Tricep Extension;Clean and Press;Lat Pulldown;Bench Press,4
1,1,0,1,1,1,Squat;Hammer Curl;Pull-Ups;Clean and Press;Chest Press,5
0,1,0,0,0,1,Squat;Running;Chest Press;Pull-Ups;Hammer Curl,13
1,1,1,1,0,1,Calf Raise;Bench Press;Tricep Extension;Running;Pull-Ups,5
1,0,0,1,0,1,Hammer Curl;Deadlift;Squat;Pec Deck;Row,5
1,1,1,1,1,1,Calf Raise;Bench Press;Hammer Curl;Lat Pulldown;Deadlift,6
0,1,0,1,1,1,Leg Curls;Tricep Extension;Row;Running;Incline Press,8
0,0,0,1,1,1,Tricep Extension;Lat Pulldown;Deadlift;Calf Raise;Bench Press,8
1,1,0,0,0,0,Leg Curls;Clean and Press;Hammer Curl;Bench Press;Row,4
1,1,1,0,0,1,Leg Press;Bench Press;Running;Lat Pulldown;Tricep Extension,6
1,0,0,1,1,1,Hammer Curl;Pull-Ups;Clean and Press;Leg Curls;Pec Deck,5
1,1,0,0,0,1,Calf Raise;Clean and Press;Lat Pulldown;Bench Press;Bicep Curl,6
